name,year,kms_driven,fuel_type,Price
Audi Q5 35TDI Premium Plus,2018,31800,Diesel,3975000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Jeep Wrangler 2016-2019 3.6 4X4,2017,17000,Petrol,4100000
Toyota Yaris V BSIV,2018,4295,Petrol,1000000
Toyota Yaris V BSIV,2018,5229,Petrol,1000000
Hyundai Grand i10 Nios Sportz,2019,4701,Petrol,550000
Maruti Baleno Alpha,2016,6757,Petrol,600000
Skoda Rapid 1.6 MPI AT Style Plus,2016,28182,Petrol,675000
Nissan Kicks XV BSIV,2019,11533,Petrol,950000
Honda City i VTEC V,2017,11688,Petrol,850000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Toyota Corolla Altis 1.8 VL AT,2012,57728,Petrol,550000
Maruti Ciaz 1.3 Alpha,2018,23712,Diesel,925000
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,70670,Petrol,625000
Maruti Alto 800 LXI,2014,43381,Petrol,200000
Honda City i VTEC CVT VX,2014,79011,Petrol,635000
Honda Jazz VX,2016,56494,Petrol,550000
Maruti SX4 VDI,2014,50000,Diesel,425000
Maruti Wagon R VXI BS IV,2011,40000,Petrol,220000
Hyundai Grand i10 1.2 Kappa Asta,2018,10000,Petrol,590000
Mahindra Thar CRDe,2017,35000,Diesel,775000
Maruti Ritz VXi,2015,58500,Petrol,350000
Maruti Baleno Delta 1.2,2018,20000,Petrol,575000
Nissan Micra XL,2011,43500,Petrol,200000
Tata Hexa XT,2018,30000,Diesel,1575000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,63000,Diesel,600000
Mahindra Bolero 2011-2019 ZLX BSIII,2016,35000,Diesel,720000
Tata Indigo eCS LS TDI BSIII,2012,110000,Diesel,158000
Tata Hexa XT,2018,25000,Diesel,1575000
Hyundai Xcent 1.2 VTVT S AT,2017,30000,Petrol,580000
Mahindra Bolero 2011-2019 SLX,2012,50000,Diesel,420000
Mahindra Marazzo M6 8Str,2018,35000,Diesel,1200000
Renault KWID 1.0 RXT Optional,2018,30000,Petrol,350000
Honda City i VTEC VX,2014,56000,Petrol,650000
Maruti Wagon R VXI BS IV,2017,12700,Petrol,400000
Tata Nexon 1.5 Revotorq XM,2018,35000,Diesel,700000
Hyundai Xcent 1.2 Kappa SX,2017,30000,Petrol,520000
Mahindra Scorpio LX BSIV,2012,120000,Diesel,450000
Tata Safari Storme EX,2017,100000,Diesel,850000
Renault KWID RXT,2017,34000,Petrol,350000
Mahindra Xylo D2,2011,56000,Diesel,450000
Hyundai i10 Era,2008,90000,Petrol,165000
Hyundai Santro Xing GLS,2010,65000,Petrol,160000
Tata New Safari DICOR 2.2 EX 4x4,2011,80000,Diesel,300000
Mahindra Scorpio VLX 2WD BSIV,2012,90000,Diesel,550000
Maruti Alto K10 VXI,2015,40000,Petrol,285000
Hyundai Creta 1.6 CRDi SX,2016,58000,Diesel,850000
Ford Freestyle Titanium Petrol BSIV,2018,19100,Petrol,700000
Maruti Ertiga ZXI Plus Petrol,2018,25000,Petrol,900000
Maruti Alto LXi BSIII,2005,49455,Petrol,180000
Hyundai EON D Lite Plus Option,2016,100000,Petrol,220000
Tata Indica Vista Quadrajet LS,2013,120000,Diesel,120000
Hyundai i20 Asta Optional With Sunroof 1.2,2010,90000,Petrol,220000
Chevrolet Sail Hatchback LS ABS,2013,46815,Diesel,420000
Tata Indica Vista TDI LS,2013,110000,Diesel,160000
Hyundai EON Era Plus,2015,80000,Petrol,250000
Maruti Ertiga ZDI,2013,100000,Diesel,385000
Maruti Wagon R VXI BS IV with ABS,2014,80000,Petrol,318000
Hyundai Xcent 1.2 VTVT S,2018,40000,Petrol,480000
Maruti Celerio VXI,2015,70000,Petrol,330000
Tata Indica Vista Aqua 1.4 TDI,2011,80000,Diesel,152000
Maruti Alto 800 LXI,2014,40000,Petrol,250000
Tata Indica Vista Aqua 1.4 TDI,2011,80000,Diesel,248000
Nissan Micra XV,2011,60000,Petrol,300000
Hyundai i20 1.2 Spotz,2017,50000,Petrol,550000
Hyundai i20 Sportz 1.4 CRDi,2016,30000,Diesel,650000
Hyundai Grand i10 Magna,2017,25000,Petrol,445000
Toyota Innova 2.5 V Diesel 7-seater,2010,334000,Diesel,450000
Mahindra NuvoSport N8,2016,100000,Diesel,600000
Renault Duster Adventure Edition,2014,175000,Diesel,495000
Maruti SX4 ZXI AT,2011,65000,Petrol,220000
Maruti SX4 ZXI AT,2011,65000,Petrol,260000
Hyundai Santro Xing GLS,2009,90000,Petrol,150000
Ford Figo Diesel Titanium,2011,80000,Diesel,200000
Mahindra Scorpio S11 BSIV,2018,110000,Diesel,1465000
Toyota Etios Liva GD,2012,80000,Diesel,285000
Honda Civic Hybrid,2008,60000,Petrol,250000
Mahindra Xylo D4,2014,160000,Diesel,310000
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,100875,Diesel,600000
Maruti Baleno Delta 1.2,2018,20000,Petrol,560000
Maruti Swift Dzire VXI,2016,30000,Petrol,500000
Hyundai Grand i10 CRDi Asta Option,2013,118000,Diesel,270000
Hyundai Verna 1.6 SX,2013,69000,Diesel,420000
Maruti Swift Dzire LXI,2015,25000,Petrol,434999
Hyundai Xcent 1.2 Kappa AT S Option,2015,100000,Petrol,400000
Maruti Swift Dzire VDI,2015,110000,Diesel,470000
Nissan Terrano XL 85 PS,2015,60000,Diesel,480000
Hyundai Santro Xing GL,2008,128000,Petrol,105000
Tata Tiago 1.05 Revotorq XE,2017,120000,Diesel,325000
Toyota Etios Liva GD,2012,80000,Diesel,280000
Hyundai Grand i10 Nios AMT Sportz,2020,5000,Petrol,675000
Hyundai i10 Sportz Option,2009,90000,Petrol,170000
Hyundai Creta 1.6 CRDi SX Option,2017,90000,Diesel,1250000
Honda Accord 2.4 M/T,2012,144030,Petrol,600000
Honda City i DTEC VX,2014,200000,Diesel,819999
Hyundai i20 2015-2017 Asta Option 1.2,2016,29000,Petrol,650000
Maruti Wagon R LXI DUO BSIII,2007,90000,LPG,105000
Mahindra Renault Logan 1.5 Diesel DLSX,2009,176000,Diesel,200000
Tata Indigo CS LX (TDI) BS III,2013,150000,Diesel,200000
Maruti Omni E MPI STD BS IV,2016,90000,Petrol,220000
Volkswagen Vento 1.6 Highline,2014,70000,Petrol,500000
Mahindra Renault Logan 1.5 DLX Diesel,2007,99000,Diesel,175000
Tata Tiago 1.2 Revotron XZ,2018,5000,Petrol,450000
Chevrolet Optra Magnum 2.0 LT,2008,90000,Diesel,210000
Maruti Ritz VDi,2011,89000,Diesel,270000
Tata Indica V2 DLS TC,2006,88000,Diesel,110000
Maruti Swift Dzire VDI,2015,30000,Diesel,480000
Maruti Swift Dzire AMT ZDI,2016,50000,Diesel,650000
Maruti Swift Dzire VDI,2013,80000,Diesel,480000
Hyundai i20 Asta Option 1.4 CRDi,2016,40000,Diesel,700000
Maruti Ertiga VDI,2015,110000,Diesel,650000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,48000,Diesel,1300000
Volkswagen Jetta 2.0L TDI Highline AT,2016,97000,Diesel,1350000
Volkswagen Vento 1.5 TDI Highline AT,2016,60000,Diesel,1000000
Mercedes-Benz M-Class ML 350 4Matic,2011,110000,Diesel,1700000
Toyota Yaris V CVT BSIV,2018,12800,Petrol,1080000
Hyundai EON D Lite,2012,40000,Petrol,170000
Maruti Swift DDiS VDI,2017,49000,Diesel,610000
Maruti Ritz VXi,2014,25000,Petrol,350000
Maruti Alto 800 LXI,2016,65000,Petrol,260000
Fiat Linea 1.3 Multijet Emotion,2015,20000,Diesel,700000
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,17000,Petrol,678000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,15000,Diesel,800000
Toyota Etios GD,2014,120000,Diesel,400000
Hyundai i20 Magna,2010,49000,Petrol,300000
Hyundai i20 2015-2017 Magna 1.2,2016,29000,Petrol,520000
Nissan Terrano XV D Premium AMT,2017,55000,Diesel,850000
Mahindra Marazzo M8,2019,5000,Diesel,1460000
Tata Nexon 1.5 Revotorq XZ Plus,2017,35000,Diesel,830000
Datsun GO T Option BSIV,2018,5000,Petrol,430000
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,60000,Diesel,850000
Maruti Swift Dzire ZXI,2017,70000,Petrol,650000
Hyundai Verna CRDi,2008,120000,Diesel,120000
Mahindra TUV 300 T8,2016,65100,Diesel,730000
Maruti Ignis 1.2 AMT Delta BSIV,2019,20000,Petrol,525000
Hyundai i20 Active 1.4 SX,2015,108000,Diesel,600000
Maruti Swift LXI,2019,15000,Petrol,500000
Hyundai Santro Xing GLS,2009,77000,Petrol,150000
Maruti Wagon R VXI BS IV,2015,18500,Petrol,409999
Mahindra TUV 300 T8,2016,120000,Diesel,625000
Renault KWID RXT,2015,15200,Petrol,290000
Honda Mobilio V i VTEC,2015,35000,Petrol,500000
Hyundai Verna 1.6 SX,2011,80000,Diesel,475000
Hyundai EON Era Plus,2013,70000,Petrol,190000
Mahindra XUV500 W6 2WD,2014,80000,Diesel,750000
Nissan Terrano XV 110 PS,2014,120000,Diesel,525000
Chevrolet Cruze LTZ,2012,82000,Diesel,495000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2625000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,650000
Toyota Etios VX,2017,25538,Petrol,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,645000
Volvo V40 D3 R-Design,2018,2000,Diesel,2475000
Honda City 1.5 V AT,2010,60000,Petrol,321000
Toyota Etios Liva 1.2 V Dual Tone,2017,50000,Petrol,585000
Ford Figo Diesel EXI,2011,70000,Diesel,225000
Honda Amaze E i-DTEC,2017,70000,Diesel,500000
Hyundai i20 1.4 CRDi Asta,2011,90000,Diesel,350000
Maruti Ertiga SHVS LDI Option,2016,70000,Diesel,756000
Maruti Alto 800 VXI,2014,50000,Petrol,240000
Maruti Omni 8 Seater BSII,2012,120000,Petrol,80000
Hyundai i20 Active S Petrol,2019,5000,Petrol,800000
Tata Hexa XE,2018,25000,Diesel,1250000
Mahindra Scorpio VLS 2.2 mHawk,2009,80000,Diesel,320000
Hyundai Grand i10 Sportz,2017,25000,Petrol,509999
Tata Zest Quadrajet 1.3 75PS XE,2019,15000,Diesel,650000
Maruti Alto K10 2010-2014 VXI,2011,35000,Petrol,210000
Maruti Alto LXi,2008,80000,Petrol,110000
Tata Nexon 1.5 Revotorq XE,2017,25000,Diesel,665000
Volkswagen Ameo 1.5 TDI Comfortline,2017,52000,Diesel,555000
Volkswagen Ameo 1.5 TDI Comfortline,2017,52000,Diesel,560000
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,80000,Diesel,375000
Maruti Swift VDI BSIV W ABS,2011,77000,Diesel,290000
Toyota Fortuner 2.8 4WD AT BSIV,2017,50000,Diesel,2950000
Maruti Swift Dzire VDI,2017,127000,Diesel,605000
Honda WR-V i-VTEC VX,2017,30000,Petrol,720000
Maruti Ertiga SHVS ZDI Plus,2017,70000,Diesel,800000
Mahindra XUV500 W10 2WD,2017,54000,Diesel,1325000
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,120000,Diesel,625000
Hyundai i20 1.4 CRDi Sportz,2011,116500,Diesel,350000
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,145000,Diesel,600000
Hyundai i20 Sportz 1.2,2012,120000,Petrol,300000
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,120000,Diesel,240000
Ford Figo 1.5D Trend MT,2016,80000,Diesel,377000
Maruti Ertiga VXI,2013,140000,Petrol,450000
Hyundai Verna Xi (Petrol),2008,100000,Petrol,160000
Hyundai Xcent 1.2 VTVT E,2019,100000,Petrol,525000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,168000,Diesel,550000
Chevrolet Cruze LTZ,2010,120000,Diesel,270000
Toyota Etios GD,2016,145000,Diesel,570000
Ford Figo Diesel Titanium,2011,90000,Diesel,225000
Hyundai Xcent 1.2 VTVT S,2019,90000,Petrol,590000
Jeep Compass 2.0 Longitude Option BSIV,2018,80000,Diesel,1675000
Ford Aspire Titanium BSIV,2019,33000,Petrol,800000
Chevrolet Sail 1.2 LS ABS,2014,13500,Petrol,450000
Tata Indigo LX,2012,80000,Diesel,300000
Hyundai i20 1.2 Spotz,2017,20000,Petrol,645000
Maruti Swift Dzire VDI,2013,58000,Diesel,520000
Hyundai EON Magna Plus,2013,40000,Petrol,200000
Honda City i VTEC V,2015,30000,Petrol,700000
Maruti 800 AC,2000,50000,Petrol,45000
Ford Figo Aspire 1.5 TDCi Ambiente,2016,73000,Diesel,459999
Maruti Ritz VDi,2014,90000,Diesel,325000
Maruti Wagon R VXI BS IV,2015,50000,Petrol,350000
Hyundai Verna 1.6 CRDI,2011,80000,Diesel,440000
Hyundai i20 1.4 CRDi Magna,2011,70000,Diesel,320000
Chevrolet Spark 1.0 LS,2011,41000,Petrol,169000
Volkswagen Polo Petrol Comfortline 1.2L,2013,50000,Petrol,350000
Ford Classic 1.4 Duratorq Titanium,2014,113226,Diesel,350000
Ford Figo Diesel Celebration Edition,2013,90000,Diesel,310000
Maruti Swift 1.3 VXi,2007,70000,Petrol,150000
Mahindra Scorpio M2DI,2010,160500,Diesel,420000
Maruti Ciaz AT ZXi,2015,30000,Petrol,685000
Renault Duster 4x4,2014,132000,Diesel,560000
Maruti Swift VDI,2013,120000,Diesel,470000
Hyundai Verna Transform VTVT,2011,80000,Petrol,380000
Mahindra Scorpio 1.99 S6 Plus,2015,57000,Diesel,670000
Maruti Swift Dzire LXI 1.2 BS IV,2018,5000,Petrol,550000
Hyundai Verna 1.6 VTVT SX,2016,25000,Petrol,749000
Hyundai Creta 1.6 CRDi SX Option,2015,80000,Diesel,899000
Chevrolet Optra Magnum 2.0 LS BSIII,2011,88000,Diesel,290000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,217000,Diesel,869999
Datsun GO Plus A,2015,60000,Petrol,350000
Maruti Swift Dzire VXI,2017,43000,Petrol,500000
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,77000,Diesel,400000
Renault KWID RXT,2016,30000,Petrol,260000
Maruti Alto 800 LXI,2015,40000,Petrol,220000
Chevrolet Enjoy TCDi LS 8 Seater,2014,139000,Diesel,190000
Hyundai Grand i10 Magna,2016,80000,Petrol,400000
Chevrolet Beat Diesel LT Option,2014,76000,Diesel,170000
Hyundai Elite i20 Magna Plus BSIV,2019,3500,Petrol,650000
Maruti 800 AC BSIII,2007,62000,Petrol,60000
Tata New Safari 4X2,2007,110000,Petrol,300000
Chevrolet Spark 1.0 LT,2012,40000,Petrol,125000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,120000,Diesel,130000
Mahindra XUV500 W6 2WD,2012,1500000,Diesel,500000
Maruti Alto LX,2011,70000,Petrol,170000
Maruti Swift Dzire LDi,2012,77000,Diesel,310000
Chevrolet Spark 1.0 LT,2011,110000,Petrol,130000
Maruti Wagon R VXI Optional,2016,20000,Petrol,465000
Mahindra Jeep MM 540,1995,90000,Diesel,160000
Mercedes-Benz E-Class E270 CDI,2005,120005,Diesel,800000
Maruti Alto K10 Knightracer,2012,16830,Petrol,260000
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,70000,Diesel,500000
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,38000,Petrol,325000
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,80000,Diesel,400000
Toyota Fortuner 2.8 4WD MT BSIV,2018,50000,Diesel,3200000
Tata Indica V2 DLE BSIII,2007,50000,Diesel,200000
Mahindra Quanto C2,2013,52000,Diesel,450000
Tata Indigo V BSIII,2012,50000,Diesel,229999
Hyundai EON Magna Plus,2016,30000,Petrol,340000
Mahindra Bolero 2011-2019 SLE BSIII,2014,103000,Diesel,550000
Ford Endeavour 3.0L 4X4 AT,2011,93468,Diesel,975000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Volkswagen Jetta 1.6 Trendline,2010,80000,Petrol,225000
Ford Endeavour 3.2 Titanium AT 4X4,2018,12000,Diesel,3250000
Tata Indigo eCS VX BSIV,2013,70000,Diesel,280000
Honda Amaze V Petrol BSIV,2019,4500,Petrol,700000
Tata Indigo CS eLX BS IV,2012,35000,Diesel,259000
Toyota Fortuner 2.8 4WD AT BSIV,2018,60000,Diesel,3200000
Mahindra XUV500 W10 1.99 mHawk,2018,30000,Diesel,1400000
Ford Figo 1.5P Titanium AT,2015,40000,Petrol,416000
Tata Manza ELAN Quadrajet BS III,2011,70000,Diesel,250000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,120000,Diesel,210000
Mahindra Scorpio VLX 2WD BSIII,2008,120000,Diesel,290000
Tata Indigo CS eLS BS IV,2012,90000,Diesel,220000
Tata Indigo eCS LX BSIV,2012,35000,Diesel,246000
Maruti Omni E MPI STD BS IV,2018,30000,Petrol,260000
Hyundai Creta 1.4 CRDi S,2018,70000,Diesel,1050000
Tata Manza Club Class Quadrajet90 LX,2012,60000,Diesel,290000
Tata Indigo eCS VX BSIV,2013,70000,Diesel,310000
Hyundai i20 1.2 Asta,2018,6000,Petrol,700000
Maruti Swift VXI Optional,2016,20000,Petrol,550000
Tata Indigo CS LX (TDI) BS-III,2017,70000,Diesel,450000
Honda City i VTEC VX,2016,65000,Petrol,773000
Tata Tiago 1.2 Revotron XZ,2017,25000,Petrol,450000
Maruti Eeco 5 Seater AC BSIV,2019,10000,Petrol,409999
Maruti 800 Std MPFi,2003,35000,Petrol,45000
Nissan Teana XL,2014,80000,Petrol,600000
Chevrolet Beat LT,2010,63000,Petrol,250000
Tata Indica V2 DLS TC,2008,100000,Diesel,70000
Honda Amaze S i-VTEC,2019,1303,Petrol,690000
Audi Q5 35TDI Premium Plus,2018,31800,Diesel,3975000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Jeep Wrangler 2016-2019 3.6 4X4,2017,17000,Petrol,4100000
Toyota Yaris V BSIV,2018,4295,Petrol,1000000
Toyota Yaris V BSIV,2018,5229,Petrol,1000000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Ciaz 1.3 Alpha,2018,23712,Diesel,925000
Honda Jazz VX,2016,56494,Petrol,550000
Maruti Wagon R VXI BS IV,2018,16589,Petrol,430000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Honda City i VTEC V,2016,53201,Petrol,675000
Maruti Baleno Delta,2017,25272,Petrol,570000
Maruti Vitara Brezza ZDi Plus,2017,53619,Diesel,850000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Ford Ecosport 1.5 Petrol Ambiente,2018,6001,Petrol,640000
Tata Indigo CS LS (TDI) BS-III,2013,80000,Diesel,250000
Renault Duster 110PS Diesel RxZ,2018,12000,Diesel,1250000
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,25000,Petrol,889000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,40000,Diesel,750000
Maruti Swift Ldi BSIV,2010,130000,Diesel,320000
Skoda Yeti Ambition 4WD,2011,202000,Diesel,600000
Maruti Ciaz S 1.3,2018,40000,Diesel,1000000
Maruti Zen LX,2000,70000,Petrol,110000
Honda City 2017-2020 GXi,2008,120000,Petrol,250000
Maruti Swift Dzire VDI,2015,60000,Diesel,600000
Maruti Zen Estilo LXI BS IV,2009,60000,Petrol,165000
Maruti Alto LXI,2004,60000,Petrol,118000
Maruti Baleno Delta 1.3,2016,78000,Diesel,700000
Renault Duster 85PS Diesel RxL Optional,2013,80000,Diesel,585000
Maruti Alto LXi,2006,120000,Petrol,120000
Maruti 800 Std MPFi,2003,90000,Petrol,65000
Maruti Alto LX,2006,100000,Petrol,150000
Maruti Alto Std,2009,70000,Petrol,150000
Hyundai Accent VIVA CRDi,2004,160000,Diesel,170000
Mahindra Scorpio 2.6 CRDe,2006,120000,Diesel,250000
Hyundai Accent CRDi,2005,100000,Diesel,100000
Maruti Ertiga VDI,2013,60000,Diesel,599000
Chevrolet Cruze LTZ,2010,135000,Diesel,250000
Maruti Swift VXI Optional,2016,90000,Petrol,570000
Volkswagen Polo Diesel Highline 1.2L,2013,75000,Diesel,440000
Toyota Innova 2.5 E Diesel MS 7-seater,2005,185000,Diesel,300000
Nissan Micra XV CVT,2015,71717,Petrol,300000
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,150000,Diesel,500000
Maruti Swift Dzire VDI,2016,55000,Diesel,660000
Ford Fiesta Classic 1.6 Duratec LXI,2012,90000,Petrol,256000
Renault KWID 1.0 RXT Optional,2018,35000,Petrol,409999
Toyota Fortuner 4x4 MT,2015,120000,Diesel,1888000
Hyundai Santro Xing GLS LPG,2011,100000,LPG,250000
Honda Civic 1.8 V AT,2009,40000,Petrol,280000
Mahindra Xylo D2,2010,100000,Diesel,300000
Tata Safari Storme LX,2016,120000,Diesel,900000
Maruti Zen Estilo VXI BSIV,2014,60000,Petrol,190000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,2000,Diesel,800000
Mahindra Scorpio EX,2012,100000,Diesel,450000
Mahindra Xylo D2 BS III,2015,110000,Diesel,400000
Tata New Safari Dicor VX 4X2 BS IV,2009,90000,Diesel,150000
Tata Indigo CR4,2011,84321,Diesel,200000
Mahindra XUV500 W8 AWD,2013,177000,Diesel,600000
Tata Indica Vista Aqua 1.3 Quadrajet,2010,60000,Diesel,175000
Tata Indigo CS LE (TDI) BS-III,2008,205000,Diesel,99000
Hyundai i10 Asta,2008,70000,Petrol,215000
Maruti Omni E 8 Str STD,2011,70000,Petrol,190000
Renault Duster 110PS Diesel RxL,2013,126000,Diesel,520000
Ford Endeavour 3.2 Titanium AT 4X4,2016,120000,Diesel,2280000
Tata Indica Vista TDI LS,2015,70000,Diesel,285000
Mahindra TUV 300 T4 Plus,2017,82000,Diesel,660000
Maruti 800 Std,2004,110000,Petrol,31504
Maruti Swift Dzire VXI,2015,45000,Petrol,515000
Nissan Sunny Diesel XL,2012,70000,Diesel,295000
Nissan Terrano XL 85 PS,2015,80000,Diesel,700000
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,45000,Diesel,1100000
Hyundai EON 1.0 Era Plus,2017,60000,Petrol,300000
Maruti Swift VXI,2013,41800,Petrol,450000
Maruti Estilo LXI,2010,132000,Petrol,135000
Maruti Swift Dzire VDI,2017,50000,Diesel,700000
Ford Figo Diesel ZXI,2012,40000,Diesel,250000
Maruti Wagon R LXI Minor,2009,96000,Petrol,140000
Mahindra Xylo D4 BSIII,2012,117000,Diesel,250000
Hyundai i10 Era,2011,110000,Petrol,210000
Honda Amaze S i-Dtech,2014,100000,Diesel,420000
Maruti Alto LXi,2007,88700,Petrol,130000
Nissan Sunny XL,2012,70000,Petrol,320000
Maruti Wagon R LX BSIII,2010,110000,Petrol,200000
Maruti Alto 800 LXI,2016,15000,Petrol,310000
Mahindra Verito 1.5 D4 BSIII,2012,80000,Diesel,200000
Maruti Ritz VXi,2014,50000,Petrol,350000
Hyundai EON Sportz,2018,15000,Petrol,444000
Datsun RediGO T,2017,25000,Petrol,300000
Mahindra Verito 1.5 D4 BSIII,2011,57000,Diesel,225000
Mahindra Bolero 2011-2019 ZLX,2012,75000,Diesel,600000
Maruti Eeco 5 Seater AC BSIV,2013,26000,Petrol,260000
Hyundai Xcent 1.1 CRDi S Option,2015,160000,Diesel,375000
Maruti Eeco 5 Seater AC BSIV,2013,26000,Petrol,260000
Maruti Alto LXi BSIII,2010,120000,Petrol,150000
Maruti Alto LXi,2014,50000,Petrol,110000
Maruti Alto LX,2012,40000,Petrol,225000
Toyota Etios GD,2011,90000,Diesel,400000
Maruti Esteem Vxi - BSII,2005,120000,Petrol,93000
Honda City i VTEC V,2017,28000,Petrol,860000
Maruti Swift Dzire LDI,2018,50000,Diesel,650000
Maruti Ertiga ZDI,2014,90000,Diesel,650000
Hyundai Verna 1.4 CRDi,2016,40000,Diesel,710000
Ford Figo 1.5D Base MT,2017,113000,Diesel,430000
Maruti Swift Vdi BSIII,2011,188000,Diesel,305000
Ford Figo Diesel Titanium,2011,100000,Diesel,220000
Tata Sumo MKII Turbo 2.0 LX,2010,225000,Diesel,150000
Mahindra TUV 300 mHAWK100 T8,2017,67000,Diesel,660000
Chevrolet Beat Diesel LT Option,2011,70000,Diesel,140000
Toyota Corolla Altis JS MT,2015,50000,Petrol,1100000
Jaguar XF 2.2 Litre Luxury,2013,60000,Diesel,2450000
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,34000,Diesel,625000
Honda City 1.5 GXI,2004,110000,Petrol,198000
Hyundai Santro GS zipPlus,2001,71000,Petrol,60000
Maruti Wagon R LXI,2005,140000,Petrol,130000
Honda City Corporate Edition,2012,100000,Petrol,540000
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,10000,Petrol,550000
Maruti Celerio ZXI Optional,2018,30000,Petrol,475000
Audi Q3 2.0 TDI Quattro Premium Plus,2017,22000,Diesel,2825000
Honda Civic ZX Diesel BSIV,2020,5500,Diesel,2125000
BMW X1 sDrive20d M Sport,2018,18000,Diesel,3350000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,20000,Diesel,1800000
